Name,Latitude,Longitude,Bikes Available,Slots,Empty Slots,Banking,Ebikes
Youri Gagarine - Commune de Paris,48.782427,2.393973,25,33,8,False,13
Strasbourg - Saint-Denis,48.869602,2.354291,3,16,12,False,2
Arche - Léonard de Vinci,48.89791,2.238372,5,28,22,True,3
Parvis Robert Schuman - Roger Salengro,48.812657,2.192175,5,24,19,False,4
Champeaux - Gallieni,48.864459,2.416178,13,50,34,True,11
Wilson - Landy,48.915167,2.357633,15,40,24,False,12
Chancé Milly - Cimetière Communal Sud,48.896872,2.303922,15,32,17,False,8
Gustave Eiffel - Parc des Impressionnistes,48.903906,2.294691,10,30,18,True,9
Lally-Tollendal - Armand Carrel,48.882701,2.374718,10,28,18,True,4
Réaumur - Montmartre,48.868231,2.343826,0,19,18,False,0
Barbès - Monique Maunoury,48.815527,2.368717,15,40,25,False,3
République - Louis Loucheur,48.823549,2.510187,24,37,13,True,15
Convention - Lourmel,48.842055,2.285991,31,36,4,True,6
Gare de Nogent-le-Perreux,48.838426,2.493693,31,32,1,True,8
Nanterre - Université,48.901365,2.212693,4,20,15,True,3
Square Victor Basch,48.914305,2.228916,0,20,20,True,0
Parc Pierre Lagravère,48.926505,2.23907,21,30,8,False,8
Pierre Larousse - Raymond Losserand,48.830596,2.311918,2,30,28,True,2
Gare RER - Canadiens,48.819953,2.464177,3,45,40,True,2
Quai de la Gare - Pont de Bercy,48.837308,2.374086,22,30,8,False,2
Cité de la Musique,48.888797,2.392581,1,60,56,True,1
Hôpital Robert Debré,48.880052,2.400865,1,33,30,False,1
Basilique,48.936269,2.358867,17,22,5,True,7
Quai Jules Guesde - Saint-Simon,48.803915,2.408966,17,30,13,False,4
Karl Marx,48.784528,2.364667,2,16,14,True,2
Sèvres - Général Leclerc,48.830122,2.231426,16,30,14,False,2
Parc Départemental des Hautes-Bruyères,48.793458,2.350901,0,30,30,True,0
Cours de Vincennes - Davout,48.847238,2.410704,11,48,36,True,3
Borrégo - Gambetta,48.873305,2.401415,7,25,18,True,7
Petit - Georges Thill,48.886031,2.389575,8,23,14,False,7
Gare de Bellevue,48.81924,2.229531,9,20,11,False,6
Kléber - National,48.906334,2.239391,8,20,11,True,3
Saint-Denis - Université,48.945634,2.36383,9,24,14,True,7
Halle Freyssinet - Parvis Alan Turing,48.832847,2.371142,8,23,14,False,2
Cours de Vincennes - Soult,48.846919,2.410522,7,45,38,True,2
Val-Fleury,48.807671,2.240722,9,23,14,True,7
Mûriers - Père Lachaise,48.864131,2.39165,9,20,11,False,8
Clignancourt - Sofia,48.88512,2.347195,2,19,17,False,0
BNF - Bibliothèque Nationale de France,48.835027,2.376016,48,42,6,True,7
Pereire - Saussure,48.888229,2.31013,8,32,23,False,3
Waldeck Rochet - Germaine Tillon,48.91106,2.36763,17,31,13,False,6
Saint-Marc - Feydeau,48.870311,2.341979,0,37,37,True,0
Place Amédée Gordini - Lefebvre,48.830617,2.292063,5,38,32,False,5
Dominique Pado - Croix Nivert,48.836488,2.289725,21,22,1,False,9
Guy Môquet - Parvis Georges Marchais,48.795188,2.359435,8,30,21,False,8
Redoute - Les Courtilles,48.929867,2.28367,23,40,15,False,9
Argenteuil - Voltaire,48.918649,2.281411,13,16,2,False,8
Hôtel de Ville de Chaville,48.808871,2.188134,3,20,17,False,3
Pesaro - Préfecture,48.89577,2.223908,3,22,18,True,2
Erasme - Ulm,48.842644,2.344595,8,24,16,False,5
Verdier - Jean Jaurès,48.81614,2.312356,15,33,18,True,12
Charles de Gaulle - Sablonville,48.879919,2.276377,4,26,21,False,3
Pasteur - Gambetta,48.845728,2.423601,4,19,15,True,3
Verdun - Carnot,48.808439,2.373795,21,28,7,False,18
Pierre et Marie Curie - Julien Grimau,48.870714,2.424097,4,18,13,False,3
Place de la Porte de Paris,48.930094,2.356404,9,40,31,True,5
Sèvres-Gallieni,48.837809,2.228152,16,27,11,False,2
Madeleine Michelis - Roule,48.882604,2.277363,16,25,8,True,2
Victor Hugo - Gare,48.923134,2.260097,15,22,4,True,1
Marx Dormoy - Château Sainte-Barbe,48.791782,2.297857,12,22,10,False,9
Gare de Robinson,48.779926,2.281829,2,30,28,True,2
Saint-Cloud - Hippodrome,48.857721,2.254911,5,30,25,False,2
Gare de Chaville Rive Gauche,48.80516,2.188277,3,18,15,True,3
Voltaire - Anatole France,48.891999,2.284263,12,27,14,True,4
André Theuriet - Blagis,48.779773,2.313053,6,30,23,False,2
Adolphe Lalyre - Armand Silvestre,48.904063,2.273416,10,40,30,False,9
Jean-Baptiste Charcot - Sainte-Geneviève,48.903109,2.278893,17,21,4,True,4
Mairie de La Garenne Colombes,48.906638,2.246796,5,22,16,False,3
Pitié-Salpêtrière,48.837488,2.365214,6,51,45,False,1
Place du 14 Juillet,48.819267,2.3012,11,22,10,True,3
Henri Barbusse - Stalingrad,48.814184,2.287286,0,16,16,True,0
Saint Lambert - Blomet,48.836591,2.293056,25,27,1,False,4
Pierre Brossolette - 12 Février 1934,48.817696,2.307612,12,25,13,False,8
Mairie de Romainville,48.885109,2.435679,13,17,4,True,11
Château - Place de Catalogne,48.836806,2.318529,6,33,24,True,4
Italie - Tolbiac,48.825572,2.357617,3,21,17,False,2
Stalingrad - Germaine Tailleferre,48.802572,2.378669,20,28,8,True,8
Boulard - Daguerre,48.834465,2.329339,4,45,41,True,2
Place Paul Delouvrier,48.891976,2.385129,11,26,14,False,5
Roger Salengro - Fontainebleau,48.814549,2.361166,22,25,3,True,18
Mazagran - Bonne Nouvelle,48.870047,2.351125,4,25,18,True,4
Place du Palais Royal,48.862383,2.338482,16,67,49,True,6
Stade Pershing,48.829108,2.458354,2,26,24,False,2
Madeleine Vionnet,48.902519,2.37409,7,34,27,True,6
Hippodrome Paris-Vincennes,48.820484,2.446271,3,42,38,False,1
Ranelagh - Mozart,48.855444,2.270442,7,23,15,True,4
Suresnes - Muette à Neuilly,48.86857,2.266001,3,30,26,False,1
Place de la Bastille - Bourdon,48.852364,2.368109,6,35,28,True,3
Mstislav Rostropovitch - Berthier,48.892121,2.309234,3,18,15,False,2
Georges V - François 1er,48.87034,2.30082,1,22,20,True,0
George V - Christophe Colomb,48.87046,2.30104,3,24,21,False,3
Rouget de Lisle,48.764615,2.407119,31,35,2,True,4
Eugène Reisz - Davout,48.856319,2.410397,5,20,14,False,4
Tristan Tzara -  Tchaïkovski,48.894902,2.364849,6,33,25,False,4
Chabanais - Petits Champs,48.867037,2.336716,6,30,24,False,2
Neuilly - Petit,48.898965,2.296279,12,16,4,True,2
Parc Floral du Bel Air,48.839286,2.43856,22,25,3,False,8
Place Jacques et Thérèse Tréfouël,48.842726,2.312566,14,43,29,True,4
Diane Arbus,48.898801,2.352402,17,38,19,False,11
Verdun - Pierre et Marie Curie,48.812822,2.370711,11,26,15,True,9
Jean Jaurès - Paul Lafargue,48.884933,2.248449,12,28,16,False,7
Saint-Michel - Luxembourg,48.845015,2.339494,4,29,24,False,3
Hippodrome de Longchamp,48.864132,2.239905,13,30,16,False,3
Berthier - Porte de Clichy,48.894223,2.312587,16,24,7,False,1
Capitaine Glarner - Gabriel Péri,48.90245,2.330481,16,27,9,True,7
Garibaldi - Gabriel Péri,48.905742,2.331604,22,30,8,True,3
Sèvres - Maréchal Juin,48.83243,2.229281,13,18,5,False,3
Blanqui - Docteur Bauer,48.907735,2.340719,17,28,8,False,1
Victor Hugo - Paul Eluard,48.819603,2.411432,14,32,18,False,2
Bons Raisins - Voltaire,48.872825,2.194716,5,24,19,True,4
Hôtel de Ville de Saint-Ouen,48.91138,2.334008,42,48,4,True,12
Clef des Champs - Albert Dhalenne,48.914938,2.330665,24,28,3,True,8
Nungesser - Santé,48.852335,2.448967,6,22,16,True,5
Cartier Bresson - Denis Papin,48.902616,2.397814,28,32,2,False,16
Champs de Manoeuvre - Cartoucherie,48.835261,2.447974,8,20,10,False,7
Adrien Lesesne - Docteur Bauer,48.902639,2.348248,9,30,18,False,7
Henri Barbusse - Bourguignons,48.913017,2.273421,31,34,1,True,14
Marceau Delorme - Pierre Brossolette,48.912061,2.295897,28,28,0,False,7
Porte de Clichy - Place des Nations Unies,48.896737,2.310543,26,40,14,True,11
Jean Jaurès - Place du Dr Roux,48.927567,2.294734,31,35,4,True,1
Sèvres Rive Gauche,48.821443,2.215079,1,33,32,True,1
Place du 17 Octobre,48.919627,2.297829,17,20,0,False,4
Gardenat Lapostol - Franklin Roosevelt,48.871839,2.222505,2,24,22,True,1
Séminaire de Conflans - Liberté,48.823194,2.404179,13,26,13,True,13
Bichat - Grange aux Belles,48.873688,2.365015,6,30,23,True,4
Henri Barbusse - Gabriel Péri,48.801774,2.287417,4,27,20,True,4
Béranger - Félix Faure,48.804048,2.284826,5,28,21,False,4
Avenir,48.810344,2.300378,11,45,34,True,7
Guy Môquet - Jean Moulin,48.940932,2.363949,7,30,20,True,2
Parc des Pierrettes,48.797306,2.290997,3,23,20,False,2
Hélène et François Missoffe - Emile Borel,48.899907,2.321544,1,32,31,False,0
Châteaudun - Place de la Liberté,48.909708,2.245449,10,26,16,True,7
Edouard Poisson - Victor Hugo,48.911186,2.379865,11,30,18,True,5
Place de la Paix - Abbé Saint-Pierre,48.864627,2.204757,4,24,20,True,3
Simone Signoret - Paris,48.903601,2.465407,16,28,12,False,1
Oberkampf - République,48.865316,2.376115,2,24,22,True,1
Square Alban Satragne,48.875388,2.355957,5,30,22,True,1
Division Leclerc - Kléber,48.798666,2.283375,7,25,17,True,7
Marcel Monge - Marcel Dassault,48.860964,2.224673,11,46,33,True,5
Dora Maar - Nadia Guendouz,48.905452,2.322041,22,30,8,True,5
Raspail Barbès,48.852994,2.424739,10,28,17,True,7
Fontaine du Tertre - Calvaire,48.870254,2.218778,1,24,23,True,1
Place Jean Mermoz,48.922094,2.271835,21,30,8,True,9
Vladimir Ilitch Lénine - Andrée Chedid,48.81324,2.331972,14,31,17,True,7
Quatre Vents - Carrefour de l'Odéon,48.851751,2.338162,2,37,35,True,0
Paul Valery - Victor Hugo,48.871374,2.288713,3,35,31,False,1
Faubourg St-Antoine - Place de la Nation,48.848773,2.393606,5,16,11,True,4
Martyrs de Châteaubriant - Jean Grandel,48.951432,2.211214,5,38,33,False,3
Bourdon - Pont Morland,48.84781,2.365936,15,52,37,False,2
Charles de Gaulle - Rue de l'Alma,48.896621,2.252313,11,28,17,False,7
Gare RER - Général de Gaulle,48.933548,2.306473,16,41,24,True,13
Résistance - Romain Rolland,48.950873,2.231019,13,28,14,True,8
Quai de Sèvres - Manufacture Nationale,48.828688,2.22499,20,28,7,True,3
Maréchal Leclerc de Hauteclocque - Marché Buzenval,48.858446,2.192077,9,30,21,False,8
Place de l'Hôtel de Ville,48.857331,2.351458,3,14,9,True,1
Convention - Campus de Bobigny,48.91492,2.417224,17,32,13,True,9
Pablo Picasso - Maurice Thorez,48.906888,2.448933,0,0,0,True,0
Moscou - Edouard Vaillant,48.907558,2.468984,5,30,25,False,4
Bateliers - Quai de Seine,48.915818,2.323953,19,26,5,False,5
Georges Pompidou - Verdun,48.875481,2.232443,18,26,8,False,9
Place Charles de Gaulle,48.826073,2.189449,9,24,15,True,8
Stalingrad - Général de Gaulle,48.823451,2.496506,23,26,3,False,4
Perrault - Place du Louvre,48.860274,2.341247,7,28,20,True,1
Place Nationale - Château-des-Rentiers,48.829268,2.365212,7,18,11,False,3
Payenne - Square George Caïn,48.857833,2.362264,20,24,2,False,6
Dupont de l'Eure - Gambetta,48.867938,2.400365,12,31,18,True,11
Lamarck - Saint-Ouen,48.891335,2.327245,6,40,34,True,1
Bracion - Périphérique,48.826104,2.300455,13,30,17,True,2
Porte de Versailles,48.832324,2.287562,21,28,6,True,11
Gare de Courbevoie,48.899387,2.250651,7,35,28,True,6
Marceau - Chaillot,48.868834,2.298603,11,21,10,False,2
Gare - Aristide Briand,48.821411,2.255595,19,29,10,True,5
Hispano Suiza - Parc des Bruyères,48.915885,2.268231,26,30,4,False,6
Docteur Calmette - Martre,48.898969,2.308651,24,30,4,True,14
Verger - Colonel Guichard,48.816377,2.267038,8,29,21,True,6
Gabriel Péri - Place de la Libération,48.819828,2.311736,3,18,15,True,2
Arsène Houssaye - Friedland,48.874511,2.299472,2,29,27,False,2
Ménil - Argenteuil,48.925902,2.27415,9,20,10,False,1
Jardin Modèle - Pierre Boudou,48.914867,2.305701,16,18,1,False,8
La Motte-Picquet - La Tour Maubourg,48.856927,2.309622,21,40,18,True,3
Pavé des Gardes - Charles Vaillant,48.811686,2.211182,2,20,18,True,2
Verdun - Henri Barbusse,48.802056,2.315997,3,24,21,True,2
Macdonald - Césaria Evora,48.89883,2.37933,11,67,55,False,4
Mariotte - Batignolles,48.884572,2.32147,1,20,19,True,1
Decrès - Alésia,48.8322,2.313907,8,30,20,True,5
Moulin de Pierre - Abbé Grégoire,48.822036,2.275464,10,20,10,False,9
Saint-Germain - Verdun,48.882877,2.433187,13,30,16,True,13
Marseillaise - Grenade,48.889371,2.39794,3,45,40,False,3
Epi d'Or - Chevilly,48.78111,2.354905,8,20,12,False,7
Saint Pères - Saint Germain,48.85373,2.330018,9,22,12,True,2
Charles de Gaulle - Louis Philippe,48.881742,2.271005,5,28,22,True,2
Mairie de Sceaux,48.778917,2.288736,0,33,33,False,0
Charlot - Stade Gabriel Voisin,48.827228,2.268123,23,31,6,True,0
Quai du docteur Dervaux,48.910482,2.297998,22,26,4,True,6
Stalingrad - Barbara,48.809224,2.31759,0,20,19,True,0
Chateau,48.774661,2.313588,18,22,4,True,7
Cadet - La Fayette,48.875602,2.34357,0,0,0,True,0
Chastenet de Géry - Marcel Paul,48.800123,2.356736,5,25,19,False,5
Port Royal - Hôpital Cochin,48.838608,2.340699,5,23,16,True,2
Jean Bouin - Gouverneur Général Eboué,48.824793,2.26519,27,31,4,True,4
Londres - Europe,48.878619,2.324816,5,27,21,False,0
Dugommier,48.838811,2.389658,34,53,15,True,14
Batignolles - Abel Truchet,48.883104,2.323835,2,28,26,True,2
Roland Garros - Jean Bouin,48.809461,2.28532,11,28,16,False,10
Jean Rostand - Paul Vaillant Couturier,48.908168,2.45306,11,40,29,True,5
Marne - Germain Dardan,48.812175,2.303502,4,22,17,True,3
Gare RER,48.89628,2.458157,27,30,3,True,12
Place des Arts - Jean Mermoz,48.880391,2.183216,2,20,17,True,0
Place Henri Dunant - Gare RER,48.788093,2.290923,6,31,25,True,3
Théâtre de La Garenne,48.905658,2.234595,6,20,14,False,4
Chemin de Bretagne,48.824753,2.258839,17,29,12,False,4
Clichy - Douai,48.883688,2.328064,2,32,30,True,2
Jean Jaurès - Place de la Libération,48.906178,2.439146,15,30,11,False,8
Cimetière de Montrouge,48.821467,2.321579,4,58,54,False,1
Place Nelson Mandela,48.862453,2.196167,2,22,20,True,2
Henri Barbusse - Marcel Cachin,48.937421,2.372037,12,37,24,True,5
Stéphanie Bouvard - Gambetta,48.814548,2.402439,25,30,5,True,12
Rouget de L'isle - Watteau,48.778193,2.396302,18,20,2,False,14
Stade Gaston Bouillant,48.939959,2.327957,2,30,28,False,0
Station Humanisée Brennus,48.923048,2.364443,0,200,200,False,0
Mairie,48.879143,2.416335,1,20,18,True,1
Station Humanisée Wilson-Landy,48.915093,2.357903,2,200,200,False,1
Place André Malraux,48.863925,2.335623,5,19,13,True,1
